datetime,rank_1_20_mean,rank_1_20_n,rank_21_50_mean,rank_21_50_n,rank_51_100_mean,rank_51_100_n
2021-02-02,0.01857748255133629,20,0.020333856344223022,30,0.010845466516911983,50
2021-02-03,0.0028049021493643522,20,0.00174305634573102,30,0.004672769457101822,50
2021-02-04,0.007116171531379223,20,0.010966523550450802,30,0.0062567866407334805,50
2021-02-05,0.009947007521986961,20,-0.005133060738444328,30,0.0016624950803816319,50
2021-02-08,0.0038336217403411865,20,0.00447999220341444,30,0.0013001954648643732,50
2021-02-09,-0.0031082897912710905,20,-0.0027684688102453947,30,0.0005995344836264849,50
2021-02-10,0.009963015094399452,20,0.006415834184736013,30,0.004922749940305948,50
2021-02-11,0.006768924184143543,20,0.007320783566683531,30,-0.001700235647149384,50
2021-02-12,-0.006288963370025158,20,0.00014528831525240093,30,0.002737544709816575,50
2021-02-16,-0.005420797970145941,20,-0.004059893079102039,30,-0.0032984805293381214,50
2021-02-17,0.016118187457323074,20,0.009829070419073105,30,0.0008860707166604698,50
2021-02-18,0.008842888288199902,20,-0.007353480439633131,30,0.0032585347071290016,50
2021-02-19,0.004838055465370417,20,0.0014833112945780158,30,-0.0019487857352942228,50
2021-02-22,0.021629130467772484,20,0.008741438388824463,30,0.01106784213334322,50
2021-02-23,-0.027021463960409164,20,-0.01670827902853489,30,-0.020844178274273872,50
2021-02-24,-0.0011291175615042448,20,-0.0017929176101461053,30,-0.0058383881114423275,50
2021-02-25,0.022243380546569824,20,0.020653994753956795,30,0.02228473126888275,50
2021-02-26,0.005568447522819042,20,-0.005810159258544445,30,-0.005103250965476036,50
2021-03-01,-0.005430054850876331,20,-0.008398350328207016,30,-0.010328268632292747,50
2021-03-02,-0.015936989337205887,20,-0.019986355677247047,30,-0.012774838134646416,50
2021-03-03,0.02131049707531929,20,0.01839088462293148,30,0.021488914266228676,50
2021-03-04,-0.003884234931319952,20,0.011921757832169533,30,0.006433192640542984,50
2021-03-05,0.032126132398843765,20,0.011934006586670876,30,0.002625521505251527,50
2021-03-08,0.004366439767181873,20,0.005494777578860521,30,0.008043690584599972,50
2021-03-09,0.026235971599817276,20,0.004183207172900438,30,0.008940335363149643,50
2021-03-10,0.013867330737411976,20,0.0112892035394907,30,0.0073944078758358955,50
2021-03-11,0.013465603813529015,20,0.007924288511276245,30,0.008138945326209068,50
2021-03-12,-0.014388835057616234,20,-0.007763920351862907,30,-0.0044863782823085785,50
2021-03-15,0.005696451757103205,20,-0.0025174638722091913,30,0.00448101619258523,50
2021-03-16,-0.015174808911979198,20,-0.0068805040791630745,30,-0.0062737190164625645,50
2021-03-17,8.006989810382947e-05,20,-0.003521057078614831,30,0.0019052993739023805,50
2021-03-18,0.004709690809249878,20,0.00488366698846221,30,0.0038272165693342686,50
2021-03-19,-0.014198338612914085,20,-0.01582733355462551,30,-0.010850006714463234,50
2021-03-22,-0.0026176213286817074,20,0.0016740997089073062,30,0.003442687913775444,50
2021-03-23,0.01908024773001671,20,0.020162146538496017,30,0.005734567530453205,50
2021-03-24,-0.013964006677269936,20,0.024507492780685425,30,0.01976093463599682,50
2021-03-25,-0.016496721655130386,20,-0.019496537744998932,30,-0.000763734569773078,50
2021-03-26,0.010940268635749817,20,0.004795287270098925,30,-0.0012603163486346602,50
2021-03-29,-0.0006314516067504883,20,-0.0004229744372423738,30,-0.0025663673877716064,50
2021-03-30,0.008988452143967152,20,0.012859826907515526,30,0.00812369491904974,50
